,line_type,area,glac_id,anlys_time,db_area,min_elev,mean_elev,max_elev,src_date,glac_name,glac_stat,gone_date,release_dt,first_coordinate,lng,lat,cluster,closest_cluster_lat,closest_cluster_lng
154,dc,0,G227620E57248N,1150159394,449.255,0,0,0,1060287075,Baird Glacier,e,e,1150232094,"-132.308166,57.149437",-132.308166,57.149437,39,57.228042888888886,-132.6817888773148
155,dc,0,G227620E57248N,1150159394,449.255,0,0,0,1060287075,Baird Glacier,e,e,1150232094,"-132.37559,57.2311",-132.37559,57.2311,39,57.228042888888886,-132.6817888773148
156,dc,0,G227620E57248N,1150159394,449.255,0,0,0,1060287075,Baird Glacier,e,e,1150232094,"-132.314488,57.217549",-132.314488,57.217549,39,57.228042888888886,-132.6817888773148
157,dc,0,G227620E57248N,1150159394,449.255,0,0,0,1060287075,Baird Glacier,e,e,1150232094,"-132.416646,57.188438",-132.416646,57.188438,39,57.228042888888886,-132.6817888773148
161,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.139631,60.684694",-144.139631,60.684694,3,60.65984135177865,-144.35095185177866
162,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.091759,60.697499",-144.091759,60.697499,49,60.65700723287113,-143.89572442128875
164,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.120766,60.684649",-144.120766,60.684649,49,60.65700723287113,-143.89572442128875
165,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.121648,60.685027",-144.121648,60.685027,49,60.65700723287113,-143.89572442128875
166,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.126989,60.686759",-144.126989,60.686759,3,60.65984135177865,-144.35095185177866
167,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.127657,60.687492",-144.127657,60.687492,3,60.65984135177865,-144.35095185177866
168,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.101325,60.686925",-144.101325,60.686925,49,60.65700723287113,-143.89572442128875
169,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.8796,60.755014",-144.8796,60.755014,57,60.91661248488242,-144.96812428555432
170,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.930306,60.756907",-144.930306,60.756907,57,60.91661248488242,-144.96812428555432
171,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.754275,60.754255",-144.754275,60.754255,57,60.91661248488242,-144.96812428555432
175,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.849791,60.755966",-144.849791,60.755966,57,60.91661248488242,-144.96812428555432
176,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.866033,60.756431",-144.866033,60.756431,57,60.91661248488242,-144.96812428555432
177,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.789256,60.755375",-144.789256,60.755375,57,60.91661248488242,-144.96812428555432
178,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.860907,60.756675",-144.860907,60.756675,57,60.91661248488242,-144.96812428555432
179,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.981872,60.760028",-144.981872,60.760028,57,60.91661248488242,-144.96812428555432
182,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.082657,60.686699",-144.082657,60.686699,49,60.65700723287113,-143.89572442128875
183,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.128491,60.688409",-144.128491,60.688409,3,60.65984135177865,-144.35095185177866
184,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.128976,60.689138",-144.128976,60.689138,3,60.65984135177865,-144.35095185177866
185,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.129294,60.689684",-144.129294,60.689684,3,60.65984135177865,-144.35095185177866
186,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.129627,60.69005",-144.129627,60.69005,3,60.65984135177865,-144.35095185177866
187,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.180749,60.692125",-144.180749,60.692125,3,60.65984135177865,-144.35095185177866
188,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.130247,60.691321",-144.130247,60.691321,3,60.65984135177865,-144.35095185177866
189,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.130565,60.691867",-144.130565,60.691867,3,60.65984135177865,-144.35095185177866
190,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.128171,60.691995",-144.128171,60.691995,3,60.65984135177865,-144.35095185177866
191,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.130883,60.692413",-144.130883,60.692413,3,60.65984135177865,-144.35095185177866
192,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.131216,60.692779",-144.131216,60.692779,3,60.65984135177865,-144.35095185177866
193,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.13155,60.693146",-144.13155,60.693146,3,60.65984135177865,-144.35095185177866
194,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.131884,60.693512",-144.131884,60.693512,3,60.65984135177865,-144.35095185177866
195,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.050226,60.692098",-144.050226,60.692098,49,60.65700723287113,-143.89572442128875
196,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.146834,60.694371",-144.146834,60.694371,3,60.65984135177865,-144.35095185177866
197,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.132234,60.6937",-144.132234,60.6937,3,60.65984135177865,-144.35095185177866
198,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.004128,60.691839",-144.004128,60.691839,49,60.65700723287113,-143.89572442128875
201,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.133784,60.694811",-144.133784,60.694811,3,60.65984135177865,-144.35095185177866
202,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.141283,60.694971",-144.141283,60.694971,3,60.65984135177865,-144.35095185177866
203,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.134683,60.69501",-144.134683,60.69501,3,60.65984135177865,-144.35095185177866
204,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.139804,60.695119",-144.139804,60.695119,3,60.65984135177865,-144.35095185177866
205,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.003334,60.692494",-144.003334,60.692494,49,60.65700723287113,-143.89572442128875
206,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.049138,60.69459",-144.049138,60.69459,49,60.65700723287113,-143.89572442128875
207,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.058228,60.697395",-144.058228,60.697395,49,60.65700723287113,-143.89572442128875
208,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.074699,60.697666",-144.074699,60.697666,49,60.65700723287113,-143.89572442128875
209,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.821946,60.757385",-144.821946,60.757385,57,60.91661248488242,-144.96812428555432
210,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.742807,60.753103",-144.742807,60.753103,57,60.91661248488242,-144.96812428555432
211,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.752859,60.753513",-144.752859,60.753513,57,60.91661248488242,-144.96812428555432
219,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.854512,60.758053",-144.854512,60.758053,57,60.91661248488242,-144.96812428555432
242,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.01232,60.696379",-144.01232,60.696379,49,60.65700723287113,-143.89572442128875
243,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.034393,60.697498",-144.034393,60.697498,49,60.65700723287113,-143.89572442128875
244,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.011164,60.696982",-144.011164,60.696982,49,60.65700723287113,-143.89572442128875
245,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.072915,60.698368",-144.072915,60.698368,49,60.65700723287113,-143.89572442128875
246,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.065837,60.698371",-144.065837,60.698371,49,60.65700723287113,-143.89572442128875
247,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.063959,60.698869",-144.063959,60.698869,49,60.65700723287113,-143.89572442128875
248,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.002684,60.697511",-144.002684,60.697511,49,60.65700723287113,-143.89572442128875
249,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.024008,60.698293",-144.024008,60.698293,49,60.65700723287113,-143.89572442128875
250,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.065007,60.699431",-144.065007,60.699431,49,60.65700723287113,-143.89572442128875
251,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.053783,60.699903",-144.053783,60.699903,49,60.65700723287113,-143.89572442128875
252,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.008403,60.699076",-144.008403,60.699076,49,60.65700723287113,-143.89572442128875
253,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.051015,60.700111",-144.051015,60.700111,49,60.65700723287113,-143.89572442128875
254,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.063612,60.700658",-144.063612,60.700658,49,60.65700723287113,-143.89572442128875
255,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.028084,60.704479",-144.028084,60.704479,49,60.65700723287113,-143.89572442128875
256,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.079803,60.706043",-144.079803,60.706043,49,60.65700723287113,-143.89572442128875
257,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.068643,60.705799",-144.068643,60.705799,49,60.65700723287113,-143.89572442128875
258,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.06121,60.706894",-144.06121,60.706894,49,60.65700723287113,-143.89572442128875
259,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.062632,60.707375",-144.062632,60.707375,49,60.65700723287113,-143.89572442128875
260,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.072289,60.708035",-144.072289,60.708035,49,60.65700723287113,-143.89572442128875
261,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.055456,60.707666",-144.055456,60.707666,49,60.65700723287113,-143.89572442128875
262,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.076265,60.708661",-144.076265,60.708661,49,60.65700723287113,-143.89572442128875
263,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.051905,60.708397",-144.051905,60.708397,49,60.65700723287113,-143.89572442128875
264,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.059557,60.708924",-144.059557,60.708924,49,60.65700723287113,-143.89572442128875
265,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.056073,60.708938",-144.056073,60.708938,49,60.65700723287113,-143.89572442128875
266,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.067218,60.709362",-144.067218,60.709362,49,60.65700723287113,-143.89572442128875
267,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.066502,60.709167",-144.066502,60.709167,49,60.65700723287113,-143.89572442128875
268,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.055333,60.709011",-144.055333,60.709011,49,60.65700723287113,-143.89572442128875
269,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.059301,60.709727",-144.059301,60.709727,49,60.65700723287113,-143.89572442128875
270,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.049087,60.709143",-144.049087,60.709143,49,60.65700723287113,-143.89572442128875
271,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.049769,60.709697",-144.049769,60.709697,49,60.65700723287113,-143.89572442128875
272,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.052331,60.709754",-144.052331,60.709754,49,60.65700723287113,-143.89572442128875
273,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-143.992624,60.709056",-143.992624,60.709056,49,60.65700723287113,-143.89572442128875
274,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.031181,60.710455",-144.031181,60.710455,49,60.65700723287113,-143.89572442128875
275,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.044897,60.710848",-144.044897,60.710848,49,60.65700723287113,-143.89572442128875
276,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.032803,60.71076",-144.032803,60.71076,49,60.65700723287113,-143.89572442128875
277,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-143.994334,60.71037",-143.994334,60.71037,49,60.65700723287113,-143.89572442128875
278,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-143.989487,60.711231",-143.989487,60.711231,49,60.65700723287113,-143.89572442128875
279,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.022773,60.712155",-144.022773,60.712155,49,60.65700723287113,-143.89572442128875
280,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.046512,60.713219",-144.046512,60.713219,49,60.65700723287113,-143.89572442128875
281,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.027165,60.712252",-144.027165,60.712252,49,60.65700723287113,-143.89572442128875
282,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-143.988341,60.712506",-143.988341,60.712506,49,60.65700723287113,-143.89572442128875
283,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.042305,60.715103",-144.042305,60.715103,49,60.65700723287113,-143.89572442128875
284,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.019114,60.71998",-144.019114,60.71998,49,60.65700723287113,-143.89572442128875
285,dc,0,G215869E60697N,1417392000,46.8397,316,0,2320,1565568000,Van Cleve Glacier,e,e,1633078800,"-144.018739,60.720062",-144.018739,60.720062,49,60.65700723287113,-143.89572442128875
288,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.869271,60.722361",-144.869271,60.722361,57,60.91661248488242,-144.96812428555432
290,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.878165,60.722593",-144.878165,60.722593,57,60.91661248488242,-144.96812428555432
291,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.836986,60.72146",-144.836986,60.72146,57,60.91661248488242,-144.96812428555432
292,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.869548,60.723712",-144.869548,60.723712,57,60.91661248488242,-144.96812428555432
293,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.87063,60.723999",-144.87063,60.723999,57,60.91661248488242,-144.96812428555432
294,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.870238,60.725081",-144.870238,60.725081,57,60.91661248488242,-144.96812428555432
295,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.826467,60.724173",-144.826467,60.724173,57,60.91661248488242,-144.96812428555432
296,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.786461,60.734671",-144.786461,60.734671,57,60.91661248488242,-144.96812428555432
297,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.781526,60.73441",-144.781526,60.73441,57,60.91661248488242,-144.96812428555432
298,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.786638,60.734764",-144.786638,60.734764,57,60.91661248488242,-144.96812428555432
299,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.791212,60.734929",-144.791212,60.734929,57,60.91661248488242,-144.96812428555432
300,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.793392,60.734568",-144.793392,60.734568,57,60.91661248488242,-144.96812428555432
301,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.792299,60.735126",-144.792299,60.735126,57,60.91661248488242,-144.96812428555432
302,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.787535,60.735048",-144.787535,60.735048,57,60.91661248488242,-144.96812428555432
303,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.784381,60.735043",-144.784381,60.735043,57,60.91661248488242,-144.96812428555432
304,dc,0,G215094E60780N,1417392000,173.528,66,0,1848,1566000000,Allen Glacier,e,e,1633078800,"-144.786973,60.735218",-144.786973,60.735218,57,60.91661248488242,-144.96812428555432
